description	geneID
Peptidase S9A, N-terminal domain	snap_masked-scaffold_36-processed-gene-1.65
Peptidase T2, asparaginase 2	maker-scaffold_291-augustus-gene-0.18
Peptidase, metallopeptidase	maker-scaffold_91-snap-gene-0.164
Peptidase, metallopeptidase	snap_masked-scaffold_130-processed-gene-0.283
Peptidase, metallopeptidase	augustus_masked-scaffold_64-processed-gene-0.31
Peptide chain release factor	maker-scaffold_364-augustus-gene-0.59
Peptide chain release factor	maker-scaffold_364-augustus-gene-0.59
Peptide chain release factor	maker-scaffold_78-snap-gene-1.111
Peptide chain release factor	maker-scaffold_78-snap-gene-1.111
Peptide chain release factor class I/class II	maker-scaffold_364-augustus-gene-0.59
Peptide chain release factor class I/class II	maker-scaffold_78-snap-gene-1.111
Peptide chain release factor class I/class II	maker-scaffold_4-augustus-gene-3.284
Peptide deformylase	maker-scaffold_29-augustus-gene-0.3
Peptide methionine sulphoxide reductase MrsB	maker-scaffold_41-augustus-gene-1.432
Peptide methionine sulphoxide reductase MsrA	augustus_masked-scaffold_122-processed-gene-0.130
Peptide methionine sulphoxide reductase MsrA	maker-scaffold_122-augustus-gene-0.46
Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	snap_masked-scaffold_337-processed-gene-0.81
Peptidyl-prolyl cis-trans isomerase, PpiC-type	maker-scaffold_23-snap-gene-1.130
Peptidyl-prolyl cis-trans isomerase, PpiC-type	maker-scaffold_19-snap-gene-2.89
Peptidyl-tRNA hydrolase	maker-scaffold_210-snap-gene-0.101
Peripheral subunit-binding domain	maker-scaffold_205-augustus-gene-0.165
Peripheral subunit-binding domain	maker-scaffold_11-augustus-gene-1.21
Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family	maker-scaffold_289-snap-gene-0.81
Peroxide stress protein YaaA	augustus_masked-scaffold_232-processed-gene-0.11
Peroxin domain	maker-scaffold_154-snap-gene-1.143
Peroxin domain	snap_masked-scaffold_48-processed-gene-1.275
Peroxin domain	maker-scaffold_50-augustus-gene-1.80
Peroxin/Ferlin domain	maker-scaffold_154-snap-gene-1.143
Peroxin/Ferlin domain	maker-scaffold_154-snap-gene-1.143
Peroxin/Ferlin domain	augustus_masked-scaffold_117-processed-gene-0.232
Peroxin/Ferlin domain	snap_masked-scaffold_48-processed-gene-1.275
Peroxin/Ferlin domain	snap_masked-scaffold_176-processed-gene-0.69
Peroxin/Ferlin domain	snap_masked-scaffold_227-processed-gene-0.54
Peroxiredoxin, C-terminal	augustus_masked-scaffold_39-processed-gene-1.181
Peroxiredoxin, C-terminal	augustus_masked-scaffold_247-processed-gene-0.87
Peroxiredoxin, C-terminal	augustus_masked-scaffold_154-processed-gene-0.106
Peroxiredoxin, C-terminal	augustus_masked-scaffold_0-processed-gene-1.11
Peroxiredoxin, C-terminal	maker-scaffold_100-augustus-gene-0.33
Peroxiredoxin, C-terminal	snap_masked-scaffold_267-processed-gene-0.25
Peroxisomal biogenesis factor 11	maker-scaffold_341-snap-gene-0.123
Peroxisomal biogenesis factor 11	maker-scaffold_343-snap-gene-0.32
Peroxisomal biogenesis factor 11	maker-scaffold_107-snap-gene-0.120
Peroxisome biogenesis factor 1, N-terminal, psi beta-barrel fold	maker-scaffold_383-snap-gene-0.22
Peroxisome membrane anchor protein Pex14p, N-terminal	maker-scaffold_118-augustus-gene-0.28
Peroxisome membrane anchor protein Pex14p, N-terminal	augustus_masked-scaffold_57-processed-gene-0.89
Peroxisome membrane protein, Pex16	snap_masked-scaffold_23-processed-gene-1.169
Pescadillo	augustus_masked-scaffold_104-processed-gene-0.118
Pex, N-terminal	maker-scaffold_9-snap-gene-1.104
Pex, N-terminal	augustus_masked-scaffold_139-processed-gene-0.138
Pex, N-terminal	maker-scaffold_280-augustus-gene-0.205
Pex19 protein	maker-scaffold_160-augustus-gene-0.87
PFTB repeat	maker-scaffold_16-snap-gene-1.153
PFTB repeat	maker-scaffold_16-snap-gene-1.153
PFTB repeat	maker-scaffold_16-snap-gene-1.153
PFTB repeat	augustus_masked-scaffold_140-processed-gene-0.230
PFTB repeat	augustus_masked-scaffold_140-processed-gene-0.230
PFTB repeat	augustus_masked-scaffold_0-processed-gene-2.153
PFTB repeat	augustus_masked-scaffold_0-processed-gene-2.153
PFTB repeat	augustus_masked-scaffold_0-processed-gene-2.153
PFTB repeat	augustus_masked-scaffold_0-processed-gene-2.153
PFTB repeat	augustus_masked-scaffold_0-processed-gene-2.153
PH-BEACH domain	maker-scaffold_1-snap-gene-5.114
PH-BEACH domain	maker-scaffold_316-snap-gene-0.104
PH-BEACH domain	maker-scaffold_30-snap-gene-1.114
PH-BEACH domain	maker-scaffold_129-snap-gene-0.145
PH-BEACH domain	maker-scaffold_190-snap-gene-0.37
Phenazine biosynthesis PhzF protein	maker-scaffold_493-snap-gene-0.8
Phenolic acid decarboxylase	augustus_masked-scaffold_35-processed-gene-1.57
Phenylalanyl-tRNA synthetase	maker-scaffold_339-augustus-gene-0.65
Phenylalanyl-tRNA synthetase	maker-scaffold_119-augustus-gene-0.367
PHF5-like	augustus_masked-scaffold_151-processed-gene-0.22
Phosducin, thioredoxin-like domain	maker-scaffold_101-snap-gene-0.321
Phosducin, thioredoxin-like domain	maker-scaffold_31-augustus-gene-1.363
Phosphatase PHOSPHO-type	maker-scaffold_9-augustus-gene-3.227
Phosphatase PHOSPHO-type	maker-scaffold_9-augustus-gene-3.227
Phosphatase PHOSPHO-type	maker-scaffold_9-augustus-gene-3.227
Phosphatase PHOSPHO-type	maker-scaffold_218-snap-gene-0.120
Phosphate acetyl/butaryl transferase	augustus_masked-scaffold_217-processed-gene-0.53
Phosphate acetyl/butaryl transferase	maker-scaffold_317-snap-gene-0.23
Phosphate acetyl/butaryl transferase	maker-scaffold_317-snap-gene-0.23
Phosphate transporter	snap_masked-scaffold_378-processed-gene-0.5
Phosphatidate cytidylyltransferase, mitochondrial	maker-scaffold_174-augustus-gene-0.315
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-augustus-gene-1.404
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-augustus-gene-1.404
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-augustus-gene-1.404
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-snap-gene-1.28
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-snap-gene-1.28
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_138-snap-gene-0.148
Phosphatidic acid phosphatase type 2/haloperoxidase	snap_masked-scaffold_37-processed-gene-1.257
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_177-augustus-gene-0.168
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_177-augustus-gene-0.168
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_177-augustus-gene-0.168
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_177-augustus-gene-0.168
Phosphatidic acid phosphatase type 2/haloperoxidase	snap_masked-scaffold_267-processed-gene-0.27
Phosphatidic acid phosphatase type 2/haloperoxidase	augustus_masked-scaffold_242-processed-gene-0.100
Phosphatidic acid phosphatase type 2/haloperoxidase	augustus_masked-scaffold_242-processed-gene-0.100
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-snap-gene-1.19
Phosphatidic acid phosphatase type 2/haloperoxidase	maker-scaffold_37-snap-gene-1.19
Phosphatidyl serine synthase	maker-scaffold_13-snap-gene-0.75
Phosphatidyl serine synthase	maker-scaffold_64-snap-gene-1.110
Phosphatidylethanolamine-binding protein	maker-scaffold_201-augustus-gene-0.162
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphatidylinositol 3-/4-kinase, catalytic domain	augustus_masked-scaffold_37-processed-gene-1.340
Phosphatidylinositol 3-/4-kinase, catalytic domain	augustus_masked-scaffold_37-processed-gene-1.340
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_13-snap-gene-0.75
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_13-snap-gene-0.75
Phosphatidylinositol 3-/4-kinase, catalytic domain	augustus_masked-scaffold_130-processed-gene-0.226
Phosphatidylinositol 3-/4-kinase, catalytic domain	augustus_masked-scaffold_130-processed-gene-0.226
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_172-snap-gene-0.97
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_172-snap-gene-0.97
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_3-snap-gene-1.213
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_3-snap-gene-1.213
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_21-processed-gene-2.44
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_21-processed-gene-2.44
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_89-snap-gene-0.277
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_89-snap-gene-0.277
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_40-snap-gene-1.335
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_40-snap-gene-1.335
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_13-augustus-gene-2.10
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_13-augustus-gene-2.10
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_35-processed-gene-1.111
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_35-processed-gene-1.111
Phosphatidylinositol 3-/4-kinase, catalytic domain	augustus_masked-scaffold_97-processed-gene-0.389
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_5-processed-gene-3.146
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_5-processed-gene-3.146
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_327-processed-gene-0.12
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_327-processed-gene-0.12
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_99-snap-gene-0.152
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_99-snap-gene-0.152
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_10-snap-gene-0.106
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_150-snap-gene-0.6
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_150-snap-gene-0.6
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_150-snap-gene-0.6
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_181-snap-gene-0.162
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_181-snap-gene-0.162
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_94-augustus-gene-0.86
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_94-augustus-gene-0.86
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_30-snap-gene-0.137
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_30-snap-gene-0.137
Phosphatidylinositol 3-/4-kinase, catalytic domain	snap_masked-scaffold_41-processed-gene-1.336
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_865-snap-gene-0.76
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_865-snap-gene-0.76
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_14-snap-gene-2.380
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_14-snap-gene-2.380
Phosphatidylinositol 3-/4-kinase, catalytic domain	maker-scaffold_91-snap-gene-0.162
Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	maker-scaffold_89-snap-gene-0.277
Phosphatidylinositol 3-kinase, C2 domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphatidylinositol 3-kinase, C2 domain	maker-scaffold_150-snap-gene-0.6
Phosphatidylinositol 3-kinase, C2 domain	maker-scaffold_150-snap-gene-0.6
Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	maker-scaffold_41-snap-gene-1.110
Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	maker-scaffold_12-snap-gene-2.26
Phosphatidylinositol transfer protein	maker-scaffold_224-snap-gene-0.62
Phosphatidylinositol transfer protein	maker-scaffold_188-snap-gene-0.70
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_72-processed-gene-0.324
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_72-processed-gene-0.324
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_10-processed-gene-2.78
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_10-processed-gene-2.78
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_295-snap-gene-0.120
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_295-snap-gene-0.120
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_295-snap-gene-0.120
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_72-snap-gene-0.6
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_72-snap-gene-0.6
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_21-snap-gene-0.192
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_21-snap-gene-0.192
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_306-snap-gene-0.44
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_306-snap-gene-0.44
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_306-snap-gene-0.44
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_134-snap-gene-0.177
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_134-snap-gene-0.177
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_59-processed-gene-1.270
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_59-processed-gene-1.270
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_300-snap-gene-0.61
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_300-snap-gene-0.61
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_30-processed-gene-1.79
Phosphatidylinositol-4-phosphate 5-kinase, core	augustus_masked-scaffold_30-processed-gene-1.79
Phosphatidylinositol-4-phosphate 5-kinase, core	snap_masked-scaffold_57-processed-gene-1.63
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_11-augustus-gene-1.60
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_11-augustus-gene-1.60
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_139-snap-gene-0.146
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_139-snap-gene-0.146
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_39-snap-gene-0.22
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_39-snap-gene-0.22
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_151-snap-gene-0.114
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_151-snap-gene-0.114
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_62-augustus-gene-0.49
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_62-augustus-gene-0.49
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_5-snap-gene-0.94
Phosphatidylinositol-4-phosphate 5-kinase, core	maker-scaffold_5-snap-gene-0.94
Phosphatidylinositol-4-phosphate 5-kinase, core	snap_masked-scaffold_16-processed-gene-1.69
Phosphatidylinositol-4-phosphate 5-kinase, core	snap_masked-scaffold_16-processed-gene-1.69
Phosphatidylinositol-glycan biosynthesis class S protein	maker-scaffold_118-augustus-gene-0.13
Phosphatidylserine decarboxylase-related	maker-scaffold_139-snap-gene-0.256
Phosphoadenosine phosphosulphate reductase	augustus_masked-scaffold_5-processed-gene-2.73
Phosphoadenosine phosphosulphate reductase	augustus_masked-scaffold_5-processed-gene-2.73
Phosphoadenosine phosphosulphate reductase	snap_masked-scaffold_63-processed-gene-0.59
Phosphoenolpyruvate carboxykinase, ATP-utilising	augustus_masked-scaffold_111-processed-gene-0.109
Phosphoenolpyruvate carboxykinase, ATP-utilising	maker-scaffold_107-augustus-gene-0.9
Phosphoenolpyruvate carboxykinase, ATP-utilising	augustus_masked-scaffold_1-processed-gene-1.62
Phosphofructokinase domain	augustus_masked-scaffold_14-processed-gene-2.120
Phosphoglucose isomerase (PGI)	augustus_masked-scaffold_180-processed-gene-0.163
Phosphoglycerate kinase	snap_masked-scaffold_340-processed-gene-0.7
Phosphoglycerate kinase	snap_masked-scaffold_2-processed-gene-1.10
Phosphoglycerate kinase	maker-scaffold_151-augustus-gene-0.167
Phosphoinositide 3-kinase, accessory (PIK) domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphoinositide 3-kinase, accessory (PIK) domain	snap_masked-scaffold_89-processed-gene-0.200
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_13-snap-gene-0.75
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_13-snap-gene-0.75
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_89-snap-gene-0.277
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_89-snap-gene-0.277
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_150-snap-gene-0.6
Phosphoinositide 3-kinase, accessory (PIK) domain	maker-scaffold_150-snap-gene-0.6
Phospholipase D-like domain	augustus_masked-scaffold_39-processed-gene-0.138
Phospholipase D-like domain	maker-scaffold_14-snap-gene-0.421
Phospholipase D-like domain	maker-scaffold_352-augustus-gene-0.3
Phospholipase D-like domain	maker-scaffold_94-snap-gene-0.299
Phospholipase D-like domain	augustus_masked-scaffold_97-processed-gene-0.360
Phospholipase D-like domain	augustus_masked-scaffold_75-processed-gene-0.81
Phospholipase D-like domain	maker-scaffold_149-snap-gene-0.79
Phospholipase D-like domain	maker-scaffold_354-snap-gene-0.6
Phospholipase D-like domain	maker-scaffold_354-snap-gene-0.6
Phospholipase D-like domain	maker-scaffold_354-snap-gene-0.6
Phospholipase D-like domain	maker-scaffold_100-augustus-gene-0.0
Phospholipase D-like domain	augustus_masked-scaffold_213-processed-gene-0.0
Phospholipase D-like domain	snap_masked-scaffold_43-processed-gene-1.114
Phospholipase D/Transphosphatidylase	augustus_masked-scaffold_39-processed-gene-0.138
Phospholipase D/Transphosphatidylase	augustus_masked-scaffold_39-processed-gene-0.138
Phospholipase D/Transphosphatidylase	maker-scaffold_14-snap-gene-0.421
